Tags,Package,Name,Verdict,Useful?/Replayable?,Best?,REPL-less?,GUI?,Windowed?,Starts fast?,Runs fast?,Install Cost,Home Cost,Rank,Notes
science biology,bauble,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science biology,genesis,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science chemistry,bkchem,,FAIL,,,,,,,,,,,"In Debian 10 and 12 but not 11"
science chemistry,fdmnes,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science chemistry,gcu-plugin,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science chemistry,libegad,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science chemistry,libint,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier (source-only)"
science chemistry,libschroedinger-coordgenlibs-dev,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science chemistry,mmass,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science chemistry,mmass-modules,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science chemistry,molden,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science chemistry,molekel,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science chemistry,openchrom,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science chemistry,tinker,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science chemistry,viewmol,,FAIL,,,,,,,,,,,"In Debian 10 and unstable but not 11 or 12"
science dataacquisition robotics,rtai,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition robotics,xenomai-runtime,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science dataacquisition,comedi-source,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,epics,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,filo,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science dataacquisition,hart,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,ktimetrace,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,linux-image-2.6-rt,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,mx-dataacquisition,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,narval-utils,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,opendap,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,plot-digitizer,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science dataacquisition,python3-pytango,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science dataacquisition,qtdmm,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,dolo,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,minsky,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,netlogo,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,pksfc,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,python3-pandasdmx,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,python3-quantecon,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,r-cran-ecdat,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,r-cran-pdfetch,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,r-cran-vars,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,r-other-bmr,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,r-other-gecon,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,recs,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,repast-hpc,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,repast-symphony,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science economics,science-social,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science electrophysiology,bluespike,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,chronus,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,eeglab,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,eegview,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,libdrawtk-dev,,FAIL,,,,,,,,,,,"Debian since Debian 8"
science electrophysiology,libmcpanel-dev,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,mclust,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,meabench,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,neo,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier (source-only)"
science electrophysiology,neurodata,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,nspike,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,openelectrophy,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,pymeg,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,qrtailab,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,relacs,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,rtxi,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,spike,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science electrophysiology,trellis-neuro,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering mathematics meteorology statistics,python3-openturns,,FAIL,,,,,,,,,,,"In Debian 9 and unstable, but not 10 or 11 or 12"
science engineering,avl,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,brlcad,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,code-aster,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science engineering,code-aster-gui,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science engineering,diet-agent,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,ecs,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,eficas,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science engineering mathematics,feel++-apps,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science engineering,hdfview,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science engineering,logcentral,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science engineering,logcentral-tools,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science engineering,openmeca,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,pycgns,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,salome-gui,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,salome-jobmanager,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,salome-kernel,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,salome-med,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,salome-paravis,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,salome-smesh,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,salome-yacs,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,sfc,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science engineering,tochnog,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science engineering,varkon,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science geography,drawmap,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science geography,earth3d,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science geography,gosmore,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science geography,gpsdrive,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science geography,gpx2shp,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science geography,hyantesite,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science geography,openjump,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science geography,pgadmin3,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science geometry,drgeo,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science geometry,geogebra-kde,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science geometry,libgismo-dev,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science geometry,salome-geom,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science highenergy-physics physics,paw++,,FAIL,,,,,,,,,,,"In Debian 10 and unstable, but not 11 or 12"
science highenergy-physics physics,paw,,FAIL,,,,,,,,,,,"In Debian 10 and unstable, but not 11 or 12"
science highenergy-physics physics,paw-demos,,FAIL,,,,,,,,,,,"In Debian 10 and unstable, but not 11 or 12"
science highenergy-physics physics,root-system,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics physics,cernlib,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,cernlib-base,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,cernlib-core,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,cernlib-extras,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,cernlib-montecarlo,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,dzedit,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,geant321,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,geant321-doc,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,geant4,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science highenergy-physics,herwig++,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,kuipc,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,kxterm,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,lhapdf-pdfsets-minimal,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science highenergy-physics,libroot-bindings-python5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-bindings-ruby5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-core5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-geom5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-graf2d-gpad5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-graf2d-graf5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-graf2d-postscript5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-graf3d-eve5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-graf3d-g3d5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-graf3d-gl5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-gui-ged5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-gui5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-hist-spectrum5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-hist5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-html5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-io-xmlparser5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-io5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-foam5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-genvector5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-mathcore5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-mathmore5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-matrix5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-minuit5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-mlp5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-physics5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-quadp5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-smatrix5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-splot5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-math-unuran5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-misc-memstat5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-misc-minicern5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-misc-table5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-montecarlo-eg5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-montecarlo-vmc5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-net-auth5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-net-bonjour5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-net-ldap5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-net5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-proof-clarens5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-proof-proofplayer5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-proof5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-roofit5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-tmva5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-tree-treeplayer5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,libroot-tree5.34,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,looptools,,FAIL,,,,,,,,,,,"In Debian 10 and unstable, but not 11 or 12"
science highenergy-physics,nypatchy,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,octave-lhapdf,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science highenergy-physics,pawserv,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science highenergy-physics,pythia8-root-interface,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,rivet,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,rivet-plugins,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,rivet-root-converter,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-macro-fastjet,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-geom-gdml,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-geom-geombuilder,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-geom-geompainter,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-graf2d-asimage,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-graf2d-qt,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-graf2d-x11,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-graf3d-x3d,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-gui-fitpanel,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-gui-guibuilder,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-gui-qt,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-gui-sessionviewer,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-hist-hbook,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-hist-histpainter,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-hist-spectrumpainter,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-io-sql,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-io-xml,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-math-fftw3,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-math-fumili,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-math-minuit2,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-montecarlo-pythia8,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-net-globus,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-net-krb5,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-proof-peac,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-sql-mysql,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-sql-odbc,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-sql-pgsql,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-plugin-tree-treeviewer,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-system-bin,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-system-common,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-system-doc,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-system-proofd,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,root-system-rootd,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,thepeg,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,thepeg-gui,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science highenergy-physics,zftp,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science imageanalysis,gpiv,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science imageanalysis,gpivtools,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science imageanalysis,limereg,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science imageanalysis-dev,libcv-dev,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science imageanalysis-dev,liblimereg-dev,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science imageanalysis-dev,libvisad-java,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,giella-sme,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science linguistics,libmbt0-dev,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,libticcutils2-dev,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science linguistics,libtimbl3-dev,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,libtimbl4-dev,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science linguistics,libtimblserver2-dev,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,libucto1-dev,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,python3-thinc,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science linguistics,python3-timbl,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,sequitur-g2p,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,spacy,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,travatar,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science linguistics,wnsqlbuilder,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science logic mathematics,prover9,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science logic science mathematics,matita,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science logic,coala,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science logic,cvc3,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science logic,mace2,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science logic,why,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science mathematics nanoscale-physics physics,octaviz,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science mathematics,eprover,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science mathematics,freefem++,,FAIL,,,,,,,,,,,"In Debian 10 and unstable, but not 11 or 12"
science mathematics,freefem3d,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science mathematics,freemat,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science mathematics,gap-prim-groups,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science mathematics,gap-small-groups,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science mathematics,gap-small-groups-extra,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science mathematics,gap-trans-groups,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science mathematics,isabelle,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science mathematics,kseg,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science mathematics,model-builder,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science mathematics,pari-extra,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science mathematics,proofgeneral-coq,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science mathematics,pyomo,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science mathematics,qepcad,,FAIL,,,,,,,,,,,"In Debian 12, but not 11"
science mathematics,scilab-ann,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science mathematics,scilab-scimax,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science mathematics,snappea,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science mathematics,xmds,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science meteorology,cylc,,FAIL,,,,,,,,,,,"Dead since Debian 9 (new name?)"
science meteorology,dballe,,FAIL,,,,,,,,,,,"In Debian 9 and unstable, but not 10 or 11 or 12"
science meteorology,geonetwork,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science meteorology,octave-octcdf,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science meteorology,python-cfgrib,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics physics,openmx,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science nanoscale-physics viewing,qtiplot,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science nanoscale-physics,ape,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics,atompaw,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics,bigdft,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics,exciting,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics,extrema,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics,fdmnes,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics physics,feel++-apps,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science nanoscale-physics physics,gpiv,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science nanoscale-physics physics,gpivtools,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science nanoscale-physics,libgsl0ldbl,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science nanoscale-physics,liblevmar-2-6,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics,octopus,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics,scidavis,,FAIL,,,,,,,,,,,"Dead since Debian 9"
science nanoscale-physics,wannier90-1,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science nanoscale-physics,wannier90-2,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,afni,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,bioimagesuite,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,brainvisa,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,caret,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science neuroscience-cognitive,connectomeviewer,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science neuroscience-cognitive,debruijn,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,eeglab,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,fieldtrip,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,freesurfer,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,fsl,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science neuroscience-cognitive,fslview,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science neuroscience-cognitive,hid,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,iqr,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,lipsia,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,mni-autoreg,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,mni-n3,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,openmeeg-tools,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,openwalnut-qt4,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,pysurfer,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier (new name?)"
science neuroscience-cognitive,slicer,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,spm8,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-cognitive,voxbo,,FAIL,,,,,,,,,,,"Dead since Debian 10"
science neuroscience-cognitive,xnat,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-modeling,cnrun,,FAIL,,,,,,,,,,,"Dead since Debian 8"
science neuroscience-modeling,invt,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-modeling,moose,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-modeling,nest,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science neuroscience-modeling,pcsim,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
science physics,blzpack,,FAIL,,,,,,,,,,,"Dead since Debian 7 or earlier"
